 2,0x2032,0.5307617807110818
2 ,0x3220,1.149983858207344
 1,0x2031,0.7076823742814425
10,0x3130,0.35384118714072127
08,0x3038,0.08846029678518032
80,0x3830,0.08846029678518032
0 ,0x3020,0.35384118714072127
 &,0x2026,0.08846029678518032
&c,0x2663,0.08846029678518032
c ,0x6320,1277.8089870619297
0-,0x302d,0.2653808903555409
-p,0x2d70,231.23521579646135
po,0x706f,1245.9632802192648
oi,0x6f69,597.8146856742485
in,0x696e,6748.901422631761
nt,0x6e74,3045.2457168298324
t ,0x7420,2245.830014782158
0t,0x3074,0.08846029678518032
th,0x7468,1807.9515456955153
h ,0x6820,712.282309714272
11,0x3131,0.35384118714072127
1-,0x312d,0.17692059357036063
12,0x3132,0.08846029678518032
2-,0x322d,0.17692059357036063
16,0x3136,0.17692059357036063
6-,0x362d,0.17692059357036063
18,0x3138,0.08846029678518032
8-,0x382d,0.2653808903555409
1s,0x3173,0.08846029678518032
st,0x7374,3580.8728138640995
"2,",0x322c,0.17692059357036063
",4",0x2c34,0.17692059357036063
"4,",0x342c,0.08846029678518032
",5",0x2c35,0.08846029678518032
5-,0x352d,0.2653808903555409
-t,0x2d74,230.70445401575026
4-,0x342d,0.17692059357036063
-d,0x2d64,194.70111322418188
d ,0x6420,4161.3492813684525
20,0x3230,0.08846029678518032
2D,0x3244,0.08846029678518032
D ,0x4420,22.64583597700616
2n,0x326e,0.08846029678518032
nd,0x6e64,1757.4407162311772
 3,0x2033,0.4423014839259016
30,0x3330,0.17692059357036063
-3,0x2d33,0.08846029678518032
3D,0x3344,0.08846029678518032
3-,0x332d,0.08846029678518032
-D,0x2d44,3.892253058547934
3M,0x334d,0.08846029678518032
M ,0x4d20,26.538089035554098
3r,0x3372,0.08846029678518032
rd,0x7264,678.5789366391182
 4,0x2034,0.4423014839259016
48,0x3438,0.08846029678518032
4G,0x3447,0.08846029678518032
GL,0x474c,0.35384118714072127
L ,0x4c20,17.69205935703606
4H,0x3448,0.08846029678518032
H ,0x4820,7.253744336384786
